ID,NAME,POP 2010,LATITUDE,LONGITUDE
13997,Buchanan,1178,37.5273566,-79.6797614
13998,Moss Beach,3103,37.5274401,-122.5133117
13999,Short Creek,-999,37.5278318,-86.474425
14000,Saint Leo,-999,37.5291852,-98.4103547
14001,Newark,42573,37.5296593,-122.0402399
14002,Islen,-999,37.5296882,-114.321651
14003,Stanford,3487,37.5311901,-84.6618876
14004,Black,-999,37.5314365,-90.9331799
14005,Cobden,1157,37.5314386,-89.253418
14006,West Point,3306,37.5315335,-76.7963504
14007,Langley,-999,37.5317655,-82.7907157
14008,Exmore,1460,37.5318008,-75.8229859
14009,Zebulon,-999,37.5334335,-82.4665383
14010,Big Island,303,37.5337491,-79.3597541
14011,Fredonia,2482,37.5339386,-95.8266483
14012,Majestic,-999,37.5339963,-82.0998518
14013,Yellow Jacket,-999,37.534435,-108.7173212
14014,Latham,139,37.5361329,-96.6419654
14015,Harold,-999,37.536766,-82.6332106
14016,Wawona,169,37.5368803,-119.6562684
14017,Bud,487,37.5376145,-81.3792689
14018,McVeigh,-999,37.5384377,-82.2559736
14019,Kanarraville,355,37.5388676,-113.1841166
14020,Calhoun,763,37.5389351,-87.2583316
14021,Copeland,310,37.5419685,-100.6296
14022,Powhatan,-999,37.5420931,-77.9188882
14023,Montara,2909,37.5421617,-122.5160892
14024,Dillwyn,447,37.5429251,-78.4572238
14025,Evergreen,28,37.5430999,-92.596838
14026,Greenville,-999,37.5434555,-80.6825744
14027,Arma,1481,37.5439358,-94.7002395
14028,Midpines,1204,37.5443798,-119.9204507
14029,Montpelier,-999,37.5449341,-120.7060355
14030,Cobalt Village,226,37.5450533,-90.2876178
14031,Derby,22158,37.5455735,-97.2689331
14032,Big Clifty,-999,37.5456132,-86.1535814
14033,Thatcher,-999,37.545847,-104.1088551
14034,Highland Springs,15711,37.5459791,-77.3277568
14035,Sturgis,1898,37.5467136,-87.983914
14036,Gladstone,-999,37.5468094,-78.8494619
14037,Bucklin,794,37.5472429,-99.6342901
14038,Aldrich,80,37.5475408,-93.5546465
14039,Fremont,214089,37.5482697,-121.9885719
14040,Acoma,-999,37.5483023,-114.1724807
14041,Arcola,55,37.5492098,-93.8752137
14042,Westley,603,37.549376,-121.1991036
14043,Buckingham,133,37.55043144,-78.55413312
14044,McCormick,-999,37.5506056,-88.6706106
14045,Hartfield,-999,37.5512484,-76.4460588
14046,Betsy Layne,688,37.551488,-82.6334884
14047,Cats Bridge,229,37.5518007,-75.7818739
14048,Savage Town,78,37.5520782,-75.8013189
14049,Sweet Briar Station,-999,37.5529192,-79.0664133
14050,Jackson,2231,37.5531457,-83.3835135
14051,Quinby,282,37.5537454,-75.7338172
14052,Richmond,204214,37.5537575,-77.4602617
14053,Phillipsburg,202,37.5539323,-92.7848985
14054,Belle Haven,532,37.5543003,-75.8204861
14055,Goreville,1049,37.5544953,-88.9722932
14056,Aspen Springs,65,37.5546544,-118.7131817
14057,Deltaville,1119,37.5548568,-76.3368883
14058,Onton,141,37.5550449,-87.4369463
14059,Wharncliffe,-999,37.5553869,-81.9656769
14060,Burgess,57,37.5561579,-94.6149587
14061,Keyes,5601,37.5565994,-120.9154858
14062,Mulberry,520,37.5569911,-94.6219034
14063,Elkatawa,-999,37.5570338,-83.4268483
14064,Liberal,759,37.5581025,-94.5199553
14065,Urbana,-999,37.5581083,-95.399424
14066,Rose Hill,3931,37.5583517,-97.1350405
14067,Pride,-999,37.5583787,-87.8908543
14068,Foster City,30567,37.5585465,-122.2710788
14069,Dundee,-999,37.5589399,-86.772767
14070,Riley,-999,37.559514,-85.0988479
14071,Brazilton,-999,37.5597708,-94.9574698
14072,Fredericktown,3985,37.5597754,-90.294007
14073,Cowan,318,37.5599133,-120.9890625
14074,Raywick,134,37.5603408,-85.4305193
14075,Two Buttes,43,37.5611244,-102.3976887
14076,Hickok,-999,37.5611335,-101.2287809
14077,Toms Place,-999,37.5613209,-118.6812364
14078,Gap Mills,-999,37.5623469,-80.408118
14079,Henrieville,230,37.5627625,-111.9943535
14080,San Mateo,97207,37.5629917,-122.3255254
14081,Grayson,952,37.5638204,-121.1793811
14082,Haysville,10826,37.5644615,-97.3522675
14083,Freeburn,399,37.5645504,-82.1417991
14084,Big Bow,-999,37.5650188,-101.5615582
14085,Cannonville,167,37.5669286,-112.0538005
14086,Narrows,-999,37.5672738,-86.729988
14087,Erie,1150,37.5681066,-95.2433113
14088,New Albany,56,37.5683765,-95.9377613
14089,Berea,13561,37.568694,-84.2963224
14090,Bear Valley,125,37.5688237,-120.1193489
14091,Summit,-999,37.5689481,-86.081079
14092,Paint Bank,-999,37.5690147,-80.2620015
14093,Lebanon,5539,37.5697869,-85.2527381
14094,Johnson City,1495,37.5698876,-101.7443105
14095,Alto Pass,391,37.5703276,-89.3175879
14096,Livia,-999,37.570881,-87.1044407
14097,Beattyville,1307,37.5717532,-83.7068597
14098,Howardstown,-999,37.5722838,-85.5919075
14099,Martin,634,37.5728764,-82.752659
14100,Corinne,362,37.5728922,-81.3564911
14101,Enterprise,1711,37.5735867,-113.7191329
14102,Hodgenville,3206,37.5739497,-85.7399606
14103,Hillsborough,10825,37.5741032,-122.3794163
14104,Dekoven,-999,37.5747697,-88.0722513
14105,Drip Rock,-999,37.5750843,-83.9735366
14106,Gilbert Creek,1090,37.5759427,-81.8948409
14107,Junction City,327,37.576442,-90.2881739
14108,Mappsburg,60,37.5776335,-75.7635403
14109,Monte Vista,4444,37.5791696,-106.1480843
14110,New Burnside,211,37.579217,-88.770894
14111,Deora,-999,37.5802899,-102.9665924
14112,Herod,-999,37.5803268,-88.4361547
14113,East Highland Park,14796,37.5809789,-77.4069263
14114,Ulysses,6161,37.5814095,-101.3551696
14115,Pineville,668,37.5831684,-81.53705
14116,Mullens,1559,37.5831698,-81.3803804
14117,Burlingame,28806,37.5841026,-122.3660825
14118,Milford,26,37.5847667,-94.1571666
14119,Amherst,2231,37.5851412,-79.0514134
14120,Painter,229,37.585411,-75.7849299
14121,Mullinville,255,37.5861307,-99.475674
14122,Junction City,2241,37.5867433,-84.7938377
14123,Arcadia,608,37.5881058,-90.6290109
14124,Earlton,55,37.5881072,-95.4691472
14125,Gordon,-999,37.5886301,-96.9905918
14126,Irwin,69,37.5886563,-94.2855035
14127,Justice,412,37.5887208,-81.8353943
14128,Midland Park,-999,37.5889054,-97.3378228
14129,Pleasant View,-999,37.589434,-108.7651009
14130,Stoner,-999,37.5894381,-108.3200841
14131,White City,-999,37.5895057,-85.6644061
14132,Tuckahoe,44990,37.5901463,-77.5563761
14133,Union,565,37.591512,-80.5436807
14134,Englevale,-999,37.5939348,-94.7274629
14135,Sunol,913,37.5943781,-121.8885683
14136,Glenville,-999,37.59455,-87.19336
14137,Huddy,-999,37.5948252,-82.2754187
14138,Ceres,45417,37.5949316,-120.9577098
14139,Union City,69516,37.5958333,-122.0191667
14140,Montezuma,966,37.5958564,-100.4432047
14141,Guage,-999,37.5962035,-83.1971186
14142,Hughson,6640,37.5968764,-120.8660408
14143,Hiko,119,37.5969036,-115.2241887
14144,Ironton,1460,37.5972724,-90.6273444
14145,Old Appleton,85,37.5972733,-89.7128784
14146,Millbrae,21532,37.5985468,-122.3871942
14147,Roselle,-999,37.599496,-90.5259545
14148,David,-999,37.599541,-82.8907191
14149,Mitchellsburg,-999,37.600629,-84.9496784
14150,Walnut,220,37.6014373,-95.0780294
14151,Manakin,-999,37.6015357,-77.7022145
14152,Glendale,-999,37.6017278,-85.9055189
14153,Shaw,-999,37.6022722,-95.3174793
14154,Primrose,-999,37.6023092,-83.6085221
14155,Greensburg,777,37.6027963,-99.2926131
14156,Dumbarton,7879,37.6037568,-77.4913737
14157,Tilden,-999,37.60421,-87.7102915
14158,Wachapreague,232,37.6042998,-75.6896502
14159,Falcon,-999,37.6050434,-92.3787784
14160,Biehle,48,37.6053309,-89.8412156
14161,Saluda,769,37.6059738,-76.5949538
14162,McDaniels,-999,37.6067229,-86.4249784
14163,Sebree,1603,37.6069885,-87.5286167
14164,Lakeside,11849,37.6076456,-77.4769286
14165,Fall River,162,37.6078166,-96.0280426
14166,Rhodell,173,37.6087257,-81.3056572
14167,Mechanicsville,36348,37.6087561,-77.373314
14168,Boston,504,37.6092987,-75.8427096
14169,Murdock,-999,37.6111263,-97.9308891
14170,Allen,193,37.6118873,-82.7291758
14171,Shackelford,3371,37.61382,-120.9927111
14172,Pacifica,37234,37.6138253,-122.4869194
14173,Stonefort,297,37.6142165,-88.7081133
14174,Gilbert,450,37.6142758,-81.8665068
14175,Bolivar,10325,37.6144838,-93.4104749
14176,Caliente,1130,37.6149648,-114.5119378
14177,Lycan,-999,37.6152909,-102.2007392
14178,Mine La Motte,348,37.6156083,-90.289841
14179,Beech Grove,243,37.6161562,-87.3963911
14180,Halfway,173,37.6164285,-93.2446357
14181,Oriskany,-999,37.6165169,-79.9836613
14182,Wellsford,-999,37.6166851,-99.0287147
14183,Paint Lick,-999,37.6167483,-84.4093797
14184,Ghent,457,37.6170613,-81.1148177
14185,Makanda,561,37.6175502,-89.2089717
14186,Howes Mill,-999,37.6178234,-91.2918035
14187,Farlington,-999,37.6178239,-94.8277441
14188,Keller,178,37.6192992,-75.7638185
14189,Hamiltons Fort,-999,37.6194218,-113.1507836
14190,Haviland,701,37.6194626,-99.1064954
14191,Creal Springs,543,37.6194946,-88.8367311
14192,Lancaster,3442,37.6195246,-84.5779957
14193,Natural Bridge Station,-999,37.6209679,-79.5058705
14194,Pilot Knob,746,37.6211611,-90.6404007
14195,Henshaw,-999,37.6217133,-88.055585
14196,Matewan,499,37.622049,-82.1631894
14197,Severy,259,37.6222547,-96.2280527
14198,Jerico Springs,228,37.6222649,-94.0085518
14199,Farristown,-999,37.6225818,-84.3002108
14200,Schulte,-999,37.6230708,-97.4714355
14201,Hickman,641,37.6235429,-120.7538163
14202,Piedmont,-999,37.6236395,-96.3655604
14203,Umber View Heights,48,37.6236518,-93.8035444
14204,Blanding,3375,37.6241646,-109.478177
14205,Walsenburg,3068,37.6241793,-104.7802645
14206,Stephensburg,-999,37.6247838,-86.0188544
14207,Tropic,530,37.6252615,-112.0821359
14208,Benedict,73,37.6253267,-95.7505373
14209,Chamberlayne Heights,5456,37.62605374,-77.43614529
14210,Grand Tower,605,37.6264389,-89.4978743
14211,Saint Francis,-999,37.6264514,-85.4277402
14212,Vancleve,-999,37.6275889,-83.413515
14213,Pomona,-999,37.6281057,-89.3367556
14214,Kilkare Woods,-999,37.6282659,-121.9121802
14215,Bryce Canyon,-999,37.6283161,-112.1676947
14216,Sweet Springs,-999,37.6284581,-80.2414491
14217,Cheney,2094,37.6300146,-97.7825513
14218,Fair Play,475,37.6300394,-93.5732585
14219,Natural Bridge,-999,37.630134,-79.5430938
14220,Gulnare,-999,37.6303762,-82.5468185
14221,Pungoteague,347,37.6304096,-75.8135423
14222,San Bruno,41114,37.6304904,-122.4110835
14223,Cullison,101,37.6305738,-98.9053762
14224,Altenburg,352,37.6308839,-89.5853764
14225,New Hope,129,37.6320064,-85.5082964
14226,Glasgow,1133,37.6340238,-79.4503137
14227,Helen,219,37.6348366,-81.3139909
14228,Loretto,713,37.6353404,-85.4007952
14229,Athertonville,-999,37.6356174,-85.6041286
14230,Mount Eden,-999,37.6360439,-122.0999636
14231,Ford,216,37.6361315,-99.754016
14232,Fordsville,524,37.6361638,-86.7174873
14233,Urbanna,476,37.6376402,-76.5743976
14234,Empire,4189,37.6382642,-120.9021536
14235,Frohna,254,37.6386619,-89.6214884
14236,Maben,-999,37.6387248,-81.3939921
14237,Modesto,201165,37.6390972,-120.9968782
14238,Oskaloosa,-999,37.6392116,-94.5924581
14239,Calista,-999,37.6397393,-98.28257
14240,Grove Center,-999,37.6397681,-88.0130838
14241,Panther,-999,37.6400467,-87.2249986
14242,Poole,-999,37.6403212,-87.6441783
14243,Eagle Rock,-999,37.6406864,-79.8011563
14244,Carver,-999,37.6412051,-83.0501692
14245,Waterford,8456,37.6413202,-120.7604834
14246,Drynob,-999,37.6417094,-92.4504473
14247,Arcadia,310,37.6419893,-94.6238481
14248,Delhi,-999,37.6422351,-104.0180174
14249,Laurel,16713,37.6429229,-77.5088741
14250,Boss,-999,37.6431017,-91.1893005
14251,Ninaview,-999,37.6439004,-103.2407667
14252,Cunningham,454,37.6439067,-98.4311883
14253,Pratt,6835,37.6439071,-98.7375911
14254,Buffalo,3084,37.6439289,-93.0924093
14255,Rachel,54,37.644672,-115.7436451
14256,Fireco,-999,37.6448378,-81.1981546
14257,Salem,4950,37.6455993,-91.5359808
14258,Danville,16218,37.6456329,-84.7721702
14259,Kingman,3177,37.6458491,-98.1136734
14260,Mosca,-999,37.6483347,-105.8739101
14261,Red Jacket,581,37.6484379,-82.1401323
14262,White Stone,352,37.6484693,-76.3891131
14263,Mammoth Lakes,8234,37.648546,-118.972079
14264,Melfa,408,37.6492986,-75.7413182
14265,Hatch,133,37.6497019,-112.4343738
14266,Cairo,-999,37.6500181,-98.5545275
14267,Perryville,751,37.650351,-84.9516234
14268,Kingston,-999,37.6503592,-84.2415982
14269,Short Pump,24729,37.6504234,-77.6124888
14270,Mitchellsville,-999,37.6506042,-88.5378274
14271,Bobtown,211,37.6509648,-75.7932641
14272,Yogaville,226,37.651073,-78.693738
14273,Hudson,-999,37.6511703,-86.2766403
14274,Tempiute,-999,37.6524518,-115.6358654
14275,Wittenberg,-999,37.6525504,-89.5245416
14276,Russell City,-999,37.65271,-122.1335757
14277,Ensign,187,37.6527997,-100.2337527
14278,Lenox,-999,37.6530983,-91.7612643
14279,Greenwich Heights,-999,37.653349,-97.2053203
14280,Glen Dean,-999,37.6533888,-86.5410927
14281,Vilas,-999,37.6542147,-95.5863704
14282,South San Francisco,63632,37.654656,-122.4077498
14283,Innsbrook,7753,37.6552358,-77.5775051
14284,New Haven,855,37.6578397,-85.5910728
14285,Beaumont,-999,37.6580791,-96.5327926
14286,Sheldon,543,37.6580988,-94.2927255
14287,Garden Plain,849,37.6583471,-97.6836604
14288,Cahone,-999,37.6588778,-108.8078804
14289,Goddard,4344,37.6597363,-97.5753256
14290,Bixby,-999,37.6603241,-91.1151323
14291,Hepler,132,37.661157,-94.9683048
14292,Kimball,-999,37.6611577,-95.1635882
14293,Roper,-999,37.6611582,-95.7327598
14294,Mountain Valley,-999,37.6614797,-83.2687882
14295,Irvington,432,37.6615258,-76.4191143
14296,Midway,-999,37.6616811,-97.9358888
14297,Harborton,131,37.6617976,-75.8304875
14298,Pleasanton,70285,37.6624312,-121.8746789
14299,Crestline,-999,37.663579,-114.1260919
14300,Nina,-999,37.6639698,-84.4663253
14301,Prestonsburg,3255,37.6656527,-82.7715486
14302,Cecilia,572,37.6658962,-85.9566304
14303,Glen Allen,14774,37.665978,-77.5063739
14304,Newcastle,247,37.6666413,-113.549406
14305,Cartersville,-999,37.6673685,-78.0883328
14306,Hayward,144186,37.6688205,-122.0807964
14307,Longtown,102,37.6697744,-89.7737154
14308,King and Queen Court House,85,37.6698646,-76.8774644
14309,South Fork,386,37.6700041,-106.6397638
14310,Sutherland,-999,37.6700479,-87.1211079
14311,Millers Creek,-999,37.6717502,-83.896866
14312,Bryce Canyon City,198,37.6738889,-112.1569444
14313,Robards,515,37.6739325,-87.5466747
14314,Hinton,2676,37.674008,-80.889254
14315,Williamson,3191,37.6742682,-82.2773629
14316,El Portal,474,37.6746514,-119.7840609
14317,Masonville,1014,37.675049,-87.0347173
14318,Knob Lick,-999,37.6753297,-90.3673429
14319,Colma,1792,37.6768779,-122.459695
14320,Gerrard,278,37.6772259,-106.5930967
14321,Cedar City,28857,37.6774769,-113.0618931
14322,Sublett,-999,37.6775936,-83.0373912
14323,Del Norte,1686,37.6788919,-106.3533684
14324,Dyer,259,37.67892141,-118.0860337
14325,Chanute,9119,37.6792135,-95.4572034
14326,Lebanon,14474,37.6805968,-92.6637865
14327,Savageville,175,37.6809644,-75.7568744
14328,San Lorenzo,23452,37.6810422,-122.1244088
14329,Livermore,80968,37.6818745,-121.7680088
14330,Whitesville,552,37.6831068,-86.87138
14331,Morganfield,3285,37.6833776,-87.9166916
14332,Arvonia,-999,37.683478,-78.3413918
14333,Silver Lake,-999,37.6836664,-89.9901111
14334,Arrington,708,37.6840306,-78.9011326
14335,Carrier Mills,1653,37.6842156,-88.6328326
14336,Goochland,861,37.6843129,-77.885274
14337,Ravenna,605,37.6845272,-83.9529791
14338,Springfield,2519,37.6853413,-85.2221819
14339,Coyville,46,37.6861525,-95.8974859
14340,Broadmoor,4176,37.6866,-122.4827509
14341,Augusta,9274,37.6866844,-96.9767024
14342,King William,252,37.6873648,-77.0135803
14343,Belleview,-999,37.6875489,-90.7404036
14344,Eastborough,773,37.6880698,-97.2636551
14345,Alpine,174,37.6891702,-106.58893
14346,Brisbane,4282,37.6897178,-122.3400151
14347,Stark,72,37.6900455,-95.1430326
14348,Leon,704,37.6902964,-96.7822508
14349,Onley,516,37.6909641,-75.7160405
14350,Oceana,1394,37.6920553,-81.6239985
14351,Wichita,382368,37.6922361,-97.3375448
14352,Brian Head,83,37.6927551,-112.8507766
14353,Rico,265,37.6927729,-108.0303502
14354,Iron Mountain Lake,737,37.6931057,-90.6226244
14355,Elizabethtown,28531,37.693952,-85.8591285
14356,Castro Valley,61388,37.6940973,-122.0863522
14357,Bronaugh,249,37.69421,-94.4688426
14358,Ashland,21925,37.6946528,-122.1138531
14359,Iron Mountain,-999,37.6953277,-90.6404025
14360,Glen Fork,487,37.6959454,-81.5289951
14361,Nevada,-999,37.696463,-84.9096772
14362,West Louisville,-999,37.6967128,-87.286945
14363,Old Shawneetown,193,37.6969906,-88.1367006
14364,Vortex,-999,37.6973088,-83.5271304
14365,Saint John,-999,37.6983972,-85.9663524
14366,Wyndham,9785,37.6984781,-77.6124884
14367,Stockton,1819,37.6989279,-93.796044
14368,Pawnee Station,-999,37.7000442,-94.7913545
14369,Ledford,-999,37.7000485,-88.590053
14370,Irvine,2715,37.700638,-83.973813
14371,Fritz,-999,37.7014808,-83.1515621
14372,Dublin,46036,37.7021521,-121.9357918
14373,Chattaroy,756,37.7034342,-82.280974
14374,Libertyville,-999,37.7036631,-90.2881757
14375,Edgar Springs,208,37.7044863,-91.8665452
14376,Piney River,-999,37.7051404,-79.0230808
14377,New Canton,-999,37.7051441,-78.2994468
14378,Shady Spring,2998,37.7056722,-81.0984293
14379,Fort Leonard Wood,15061,37.7057537,-92.157212
14380,Salida,13722,37.7057623,-121.0849369
14381,Daly City,101123,37.7057657,-122.4619166
14382,Windyville,-999,37.7067063,-92.9271277
14383,Sophia,1344,37.7076145,-81.250657
14384,Dunnegan,-999,37.7080936,-93.5768698
14385,Cairo,-999,37.7080985,-87.6458465
14386,McQuady,-999,37.70839,-86.5188693
14387,Goldfield,268,37.7085439,-117.2356341
14388,Centenary,-999,37.7093108,-78.5113969
14389,Beryl Junction,197,37.7094169,-113.6560767
14390,Waverly,308,37.7097652,-87.8127986
14391,Buffalo,232,37.7097669,-95.6974822
14392,Bourne,-999,37.7098015,-84.6129973
14393,Tasley,300,37.710408,-75.7004848
14394,Kilmarnock,1487,37.7104135,-76.379669
14395,Coulterville,201,37.710486,-120.1979658
14396,Delbarton,579,37.7106581,-82.184024
14397,Sarah Ann,345,37.7112176,-81.987345
14398,Onancock,1263,37.7117971,-75.7490966
14399,Natrona,-999,37.711962,-98.6648099
14400,Shawneetown,1239,37.713102,-88.1867027
14401,Andover,11791,37.7139041,-97.1364294
14402,Viburnum,693,37.7153239,-91.1351341
14403,Glen Rogers,-999,37.7153909,-81.4178819
14404,Komandorski Village,-999,37.7160404,-121.9088466
14405,Penalosa,17,37.7166835,-98.3197934
14406,Elk Hill,-999,37.7176452,-78.0874993
14407,Gorham,236,37.718384,-89.4859292
14408,Varner,-999,37.7189032,-98.0364472
14409,Accomac,519,37.7195742,-75.6654845
14410,Climax,72,37.7197539,-96.2233333
14411,Niagara,-999,37.720877,-87.4863955
14412,Rome,-999,37.7211585,-87.1808315
14413,Hiattville,-999,37.7222662,-94.8716353
14414,Junction,129,37.72338,-88.2367046
14415,Shipman,507,37.7237531,-78.839187
14416,Perryville,8225,37.7242202,-89.8612196
14417,Brooks,-999,37.7242855,-80.8864773
14418,San Leandro,84950,37.7249296,-122.1560768
14419,Alderson,1184,37.725954,-80.6420237
14420,Montevallo,-999,37.7261516,-94.1082763
14421,Walkerton,-999,37.7262531,-77.0227476
14422,Stirrat,-999,37.726495,-82.0023457
14423,Bennett Springs,130,37.7269838,-92.8557372
14424,Carbondale,25902,37.7272727,-89.2167501
14425,Iuka,163,37.7291841,-98.7350909
14426,Crab Orchard,333,37.7292162,-88.8042303
14427,Mollusk,-999,37.73014,-76.5380078
14428,Glen White,266,37.7303919,-81.2798243
14429,Marion,17193,37.7306054,-88.9331256
14430,Mallory,1654,37.7306634,-81.8378954
14431,Garland,-999,37.7317097,-94.6224594
14432,Fort Dodge,165,37.7319646,-99.9354098
14433,Philpot,-999,37.7331055,-86.9888828
14434,Equality,595,37.733936,-88.343376
14435,Campton,441,37.7342526,-83.547409
14436,Buena Vista,6650,37.7343004,-79.3539238
14437,Riceville,-999,37.7345386,-82.9243318
14438,Lester,348,37.7348362,-81.2995468
14439,Saint Marks,-999,37.7358454,-97.5622694
14440,Riverbank,22678,37.7360396,-120.9354895
14441,Dillard,-999,37.7367127,-91.2043027
14442,Mackville,222,37.7367355,-85.0674597
14443,Auxier,669,37.7370406,-82.7582148
14444,Harrisburg,9017,37.7383812,-88.540607
14445,Custer,-999,37.7383954,-86.2546948
14446,Balltown,-999,37.7386728,-85.5063495
14447,Lee City,-999,37.7392558,-83.3329576
14448,Tracy,82922,37.7396513,-121.4252227
14449,Man,759,37.7398294,-81.8776191
14450,Crab Orchard,2678,37.7406702,-81.2306565
14451,Greenbush,220,37.7409625,-75.6810405
14452,Ripon,14297,37.741595,-121.1243828
14453,Hooper,103,37.7427776,-105.8752987
14454,Doe Run,915,37.7428288,-90.4976236
14455,Southside Chesconessex,131,37.7431849,-75.7785424
14456,Corydon,720,37.7433757,-87.7039056
14457,Barnabus,-999,37.7439946,-82.0092906
14458,Central Garage,1318,37.7440307,-77.13164
14459,Greeley Hill,915,37.744651,-120.1299092
14460,Yosemite Village,-999,37.7452032,-119.598221
14461,Petrolia,-999,37.7458767,-95.4716486
14462,Norris Canyon,957,37.7460422,-121.9887844
14463,Crosstown,-999,37.7464413,-89.7278831
14464,Alleghany,-999,37.7473446,-80.2403456
14465,Beaver,1308,37.7476157,-81.1423203
14466,Richmond,31364,37.7478572,-84.2946539
14467,Bayside,120,37.7479071,-75.71743
14468,Kopperston,616,37.7484444,-81.5695525
14469,Savonburg,109,37.7494876,-95.1441446
14470,Rineyville,-999,37.7495098,-85.9699631
14471,Iron Springs,-999,37.7496972,-113.2346763
14472,Ronceverte,1765,37.7498438,-80.4628519
14473,Pastoria,649,37.7498509,-75.6302066
14474,Crainville,1254,37.7519945,-89.0678543
14475,Pellville,-999,37.7522749,-86.8136005
14476,Salyersville,1883,37.7525922,-83.0687816
14477,Dodge City,27340,37.7527982,-100.0170787
14478,Glen Wilton,-999,37.7529064,-79.8189383
14479,Columbia,83,37.7529213,-78.1625007
14480,Center,2230,37.7530563,-106.1086379
14481,Burgin,965,37.7534112,-84.7666148
14482,Silver Peak,107,37.7549309,-117.6348148
14483,Milo,90,37.7561516,-94.3060588
14484,Kistler,528,37.7562183,-81.8601187
14485,Louisburg,122,37.7578154,-93.139357
14486,Preston,158,37.7589061,-98.553138
14487,Ashland,7225,37.7590318,-77.4799837
14488,Anthoston,-999,37.7594876,-87.5383429
14489,Lovingston,520,37.7598637,-78.870855
14490,Carterville,5496,37.7600501,-89.0772991
14491,Sleeper,-999,37.7605955,-92.5929529
14492,Furnace,-999,37.7620272,-83.831585
14493,Harrodsburg,8340,37.762298,-84.8432852
14494,Bolt,548,37.7623349,-81.4123267
14495,Chase Crossing,377,37.7626286,-75.6674293
14496,Fork Union,-999,37.7631981,-78.2622251
14497,Caledonia,130,37.763382,-90.7729061
14498,Moundville,124,37.764208,-94.4521752
14499,Murphysboro,7970,37.7644952,-89.3350888
14500,Muddy,68,37.7650477,-88.5167173
14501,Alameda,73812,37.7652065,-122.2416355
14502,Dove Creek,735,37.7661,-108.9059393
14503,Spillertown,203,37.7664385,-88.9195138
14504,Hanover,252,37.766531,-77.3702584
14505,Oakdale,20675,37.7665947,-120.8471545
14506,Deep Creek,115,37.7673512,-75.7527083
14507,Myrtle,-999,37.7678791,-82.1912468
14508,Bismarck,1546,37.7692167,-90.6248481
14509,Metompkin,551,37.7692947,-75.6027062
14510,Lancaster,-999,37.7698602,-76.4663391
14511,Escalante,797,37.7702663,-111.602119
14512,Mabscott,1408,37.7709478,-81.208434
14513,Van Lear,-999,37.7712067,-82.7579371
14514,Trent,-999,37.772031,-83.4612952
14515,Dunton,-999,37.7727718,-108.0939632
14516,Enoch,5803,37.7733096,-113.0243929
14517,Energy,1146,37.7739389,-89.0264634
14518,Owensboro,57265,37.7742152,-87.1133304
14519,Bel Aire,6769,37.7748508,-97.2456676
14520,San Francisco,805235,37.7749295,-122.4194155
14521,Toonerville,-999,37.7750091,-103.1640973
14522,Uniontown,1002,37.7753215,-87.9305827
14523,Hebbardsville,-999,37.776156,-87.3752822
14524,Pittsburg,572,37.7769938,-88.8495103
14525,Menfro,-999,37.7769966,-89.7234381
14526,Massies Mill,-999,37.7770844,-79.0011364
14527,Lively,-999,37.7776389,-76.513563
14528,Beckley,17614,37.7781702,-81.1881557
14529,Lee Mont,125,37.7787395,-75.6810405
14530,Colwich,1327,37.7791785,-97.5364351
14531,Maize,3420,37.7791787,-97.4672674
14532,June Lake,629,37.7796529,-119.0754228
14533,San Ramon,72148,37.7799273,-121.9780153
14534,Pretty Prairie,680,37.7800136,-98.0197792
14535,Hardinsburg,2343,37.7800592,-86.4605337
14536,Wright,163,37.7805754,-99.892075
14537,Caldwell,-999,37.7806772,-80.3939618
14538,Farmington,16240,37.7808846,-90.4217895
14539,Brewer,374,37.7808871,-89.9253884
14540,Cambria,1228,37.7814392,-89.1192454
14541,Patesville,-999,37.781999,-86.7188756
14542,Parksley,842,37.7820725,-75.6535401
14543,Whitesville,219,37.7823504,-75.6629847
14544,Lake Spring,-999,37.7825423,-91.6787641
14545,Eccles,362,37.7831692,-81.265936
14546,Mountain House,9675,37.7832614,-121.5427262
14547,Gardner,-999,37.7833397,-105.1655542
14548,Hall,-999,37.7839678,-84.6168864
14549,Lexington,7042,37.7840208,-79.4428157
14550,Coffman,-999,37.7844969,-90.1942851
14551,Colesburg,-999,37.7847862,-85.7738492
14552,Windhorst,-999,37.7852965,-99.6420679
14553,Whiteash,241,37.785369,-88.92931
14554,Amherstdale,350,37.7853849,-81.809284
14555,Hagerhill,-999,37.7862059,-82.7934938
14556,Belgrade,-999,37.7867146,-90.8492967
14557,Byers,35,37.7875166,-98.8670407
14558,Boston,266,37.787563,-85.6727374
14559,East Oakdale,2762,37.7879834,-120.8038204
14560,Wasson,-999,37.7881031,-88.4847714
14561,Low Moor,258,37.7887382,-79.8836637
14562,Benton,880,37.7889039,-97.1086498
14563,Ensor,-999,37.7892172,-86.9805495
14564,White Ash,-999,37.7894941,-88.9247917
14565,Falcon,-999,37.7898143,-83.0018345
14566,Cannel City,-999,37.7900892,-83.2740667
14567,Panaca,963,37.79052,-114.3894336
14568,Andale,928,37.790567,-97.629492
14569,Schuyler,298,37.7923645,-78.6983501
14570,East Lexington,1463,37.7929098,-79.4253153
14571,Switzer,595,37.7931605,-81.9876237
14572,Covington,5961,37.7934585,-79.9939463
14573,Caplinger Mills,-999,37.7942035,-93.8043779
14574,Humansville,1048,37.7944806,-93.5779815
14575,Elsmore,77,37.7944858,-95.1502554
